title,year,mileage,price,price_text,condition,location,postcode,shipping,listing_type,sold_date,bids,seller,url,image_url,scraped_at,proxy_used
Ford Transit Aluminium High Sided Tipper Van,,,8450.0,"Â£8,450.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,tjlondon007 (201) 100%,https://www.ebay.co.uk/itm/306214775929?_skw=ford+transit&itmmeta=01JW37PFX7EYH88NXFFK6H5MB4&hash=item474bd2ac79:g:KfwAAeSwegVn6x4p&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fddWS088V5JGDjFJXBTdzvOD%2BvNabJwaU4ZQ4OKGloS%2FlvaptpvOO095AIDutZNne8tmN9%2BTDT6G76EFqrd7vVe881fG5ouQcpkG2KSZB6IEjRIOu9I4Q6IySRRQy6lWbONkVNwXNq4ZISygWetQb4AyTgxyaM1Yr9lJav9kdiHway5hAjE%2BhMwzrS2f6MQnyCYKCFM%2FcOdfU3zBuB5S3UGcJuIYjHoeIhJcAWBh3ADkMngrnvHz%2B0Gcdo2yEiyQ1mP5EQcu%2Fwbs5ixivyWzQ1MnVRWNKUzTeHvPnJ0T9hNw%3D%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/KfwAAeSwegVn6x4p/s-l500.webp,2025-05-25T09:07:16.409360,
Ford transit Mk7 2009 97k MILEAGE VERY CLEAN,2009.0,,3100.0,"Â£3,100.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,lawlor29 (296) 100%,https://www.ebay.co.uk/itm/405882327671?_skw=ford+transit&itmmeta=01JW37PFX7GA44KJQNX3GSZKXY&hash=item5e8078d277:g:n7wAAeSw6aloHbXU&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dXUCyWOkMONeGmeFiWW1R3lkQns4g7ZqfGUWmzp07%2BAyfxlbWSXcEC7oogjkosl5fs06KKgRAjJw8oQQEQARBPiGxhuIve8Fy3bmYGFngymIegsimYEQek%2B7wSTAn35Kg40bpT8QXGk%2Bv0tpASOgUbhoI5833A4fUphgyQTbN%2Fl6rwkPfofdaW3pn%2Br8GZOd6QJ%2B1kYDL4ERv59g%2Fej2kNZr5LQaOy5JtzrPA%2BFx0T5Bc%2BWtP0J2ecWIuscv3pS%2Fo%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/n7wAAeSw6aloHbXU/s-l500.webp,2025-05-25T09:07:16.437513,
Ford Transit 2.2,,,4200.0,"Â£4,200.00",68000 Miles,N/A,,N/A,Buy It Now,N/A,,m33tfp (129) 95.7%,https://www.ebay.co.uk/itm/226754905695?_skw=ford+transit&itmmeta=01JW37PFX7JGTXQV658T8KT9M8&hash=item34cba5465f:g:d1YAAOSwYDpoGP~j&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eXmmzIZWH6P4ReJRFVGmEzqygRRqpMo69PXQVhBW5CLbURh1Ce%2FYSkSjT6d%2FLmZ3o3mCNAYo%2Bi9X4ztUY7Pi5iB2ccBzD1atlHPiKufSHNrUgiOacnqjuUvu2hKRsDL1%2B4XCf8HnVx2KA6276kTZJYhP%2FIRekkb9AFPQCxMm5aMXpSVLgnNb7qEt6MU1Iyjer54mj1tvw49kSOxSCoOe%2FuPuvqnywlF2Y6ESCaTyWzxs2ev1uXMCP7nf6%2BvsEGslXm0Q7ZZo%2Fu06LYsKVsyLGujJ11WXla5VYmDDwteDJKZg%3D%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/d1YAAOSwYDpoGP~j/s-l500.webp,2025-05-25T09:07:16.466449,
2010 Ford Transit Flatbed,2010.0,,1500.0,"Â£1,500.00",Spares or repair,N/A,,N/A,Buy It Now,N/A,,wood-9555 (0) 0%,https://www.ebay.co.uk/itm/177082998843?_skw=ford+transit&itmmeta=01JW37PFX7J3836JTRZP15VY6F&hash=item293af8203b:g:svkAAeSwGBhoH3vK&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dzqjnGntWJ95xFv91iICSfdWnkcsBk1heqyv0SaEUt5O6ZqAasT9oG2JgF2Lbcb8apzZiozjLnD%2Bv24gsCjS9MknUVtLEvx1Oh7C6voGWZVucUrr359YPCnWYFCLAW3faCDFMmh4cggqQXqJuiFpRGO4WJrvtE54zapqW6bO8cKeHZn6L%2FjlbIeZ1FNbDluL6zeDhTUUVgwhk0QGsGG%2BNubQQOKghm45o98KcwiZWHUUluylVPmO0vWjGG%2FbxxJLs%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/svkAAeSwGBhoH3vK/s-l500.webp,2025-05-25T09:07:16.495928,
2005 Ford Transit 2.4 TD TIPPER 2dr Diesel Manual RWD 90PS T350,2005.0,,2000.0,"Â£2,000.00",Pre-owned,N/A,,N/A,Auction,N/A,1.0,fordhelp (322) 100%,https://www.ebay.co.uk/itm/205478433515?_skw=ford+transit&itmmeta=01JW37PFX7VA0JRN76NEAJ8GHB&hash=item2fd77812eb:g:uDkAAOSwzhFoH5Px&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ckq5Gss7CvM07mjx8pQBLV1f74gNlOBfGtFNFJROtOCOUiqy5x8hef2oAIu22ogrqv1UBceSyJynnpH52GEO7LVQbQlvkdPtpXjtiVQ5i%2FMfXwftHhfwEV0zhkvzsyK0ZRZUZr6Hh%2BWbOPO7xp1HaLDm7g8wDtWVfpDXwaPcJTfwcbaVBRZjrJFLCd%2BdigQgPsIBkomfDCaVLLcPDS2LvAV5u1e%2F7rJJGkFGy%2FJLLKKdkzvvnw%2FG93U83bqlg1cZPlLfcvtmNeQlFIyOgv6rBFZRWPUTBVQ9%2BIItNmpLL0iA%3D%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/uDkAAOSwzhFoH5Px/s-l500.webp,2025-05-25T09:07:16.524115,
2017 Ford Transit Custom Limited,2017.0,,5500.0,"Â£5,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,joely2089 (942) 100%,https://www.ebay.co.uk/itm/277121206202?_skw=ford+transit&itmmeta=01JW37PFX7QP1PCYJWS36TZ6V8&hash=item4085b607ba:g:NuwAAOSw3s9oEjc4&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dT7Hf9DJcSAAXYTjxhcGFPovEYpwDoRSeUgKjD4jL9jTsG%2FW1jecsOWXZdAsSpgzIsi8H56u7nuUCEZbkhITofdniBccEuU67LD1i4q%2B8sJmldxQBecIHy%2BcjYO2KYgewU32oWdwKOrQwniIGH5PyKvzOLREtxtHQHiLi%2BW%2FlV5DfcEadZwFWgRbBTAnJ0dP30uEVtesKAlHfOYy0FQY9Fzzf55ebRmUh0%2FshzwANutQFo%2BBuXKjI38LknmhzBsGqxf5cBNxFhotqXCyH49sD%2B1%2BsaYLM2%2FPlG%2BB02n2c9MA%3D%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/NuwAAOSw3s9oEjc4/s-l500.webp,2025-05-25T09:07:16.552094,
Ford Transit Custom 270 Limited *66k miles *NO VAT* *,,,10650.0,"Â£10,650.00",Pre-owned,N/A,,N/A,Auction,N/A,9.0,ma900489 (39) 100%,https://www.ebay.co.uk/itm/146580026416?_skw=ford+transit&itmmeta=01JW37PFX7X48F8ERMRBJYTW9N&hash=item2220d9b430:g:xrkAAeSwtmNoI2Y0&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eQ36FuWRjtRzasfRwW5KSzdN5fSb%2By%2FPyiLDw2He7G2C6L0mxLuybYkoUd%2BNlt%2F7yinFRRMzHrVk%2FH2t4Ng23rUgtrtbZgD9F0JMdkQOZc8V3ZwUdneRoMiTotE8v2EVUzc9jA5B2U%2B7yIz3DnFb49thj4GuBqJfVeYT6slnodPwtsDdOSj4luQy6sDiyXi3xRKFYTM%2BO%2Fi98gxGj11fsCyF%2FpIPxOg9o3mAQCk9Gff64dJWvEPwzgsxuk9YXgBIBuxbiWgFjncd4WvN5rj9AiAWgZbzvRD4%2B7wUJrjBZ0Rg%3D%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/xrkAAeSwtmNoI2Y0/s-l500.webp,2025-05-25T09:07:16.579885,
Ford Transit Custom,,,1570.0,"Â£1,570.00",Pre-owned,N/A,,N/A,Auction,N/A,19.0,paulthomasa2006 (436) 100%,https://www.ebay.co.uk/itm/326573977212?_skw=ford+transit&itmmeta=01JW37PFX7WTBA9Z4T4077P4J7&hash=item4c09536e7c:g:MsgAAeSwihRoEccV&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fj9ri8vxj54nmVOJEAs5Puw%2FG86nUYwdurTBSyr2jN4WMqXL6f1%2FsvLcR8DaMqGn%2BQItjGHv7pAwCwSx1MYcwdDKjoNIBKqs3vCa5ZO4JEPPdWr9tn1apqk%2BFXU0yPuM28OqqpIF8qbhUAd1Xhj7JrOkUPdBT3UYcdYTHNCtiznjaV8g1y45ptoJhj2kUcjCSMFGvy9Btsh1NCaXBNINACJN0Oe0Oi%2FM0B3eTCKAa8DiJeI8gBnh8scLDVtQE4m0M%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/MsgAAeSwihRoEccV/s-l500.webp,2025-05-25T09:07:16.615052,
21018 Mk8 Ford Transit Xlwb L4 H3,,,3850.0,"Â£3,850.00",Pre-owned,N/A,,N/A,Auction,N/A,5.0,nixon1000 (360) 100%,https://www.ebay.co.uk/itm/306300827784?_skw=ford+transit&itmmeta=01JW37PFX75J7APE4AFAXXXAK5&hash=item4750f3b888:g:g5MAAeSwe4loELcl&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fbuix17Q1s1yhSEUG6dLXvHLNSjH1pPKRyAXjkOrgB45fmvHdHfrq9cxFpuXr3qOM0hMIyn3RyhQdd080PPLUYkgImZlKnLHO6sp8b9pzz88VMgPdyPeSAM0rYB%2B1kknFMPePV0uBbjiy8yQYDgxXoNnj%2BI6lohBSn%2BAGWX6TDJCTR7XTClXfSQGjaKxsTgtw4m3AmnbiIh9f%2BiW%2F6xvVc4GHjTfKVsrWoYsk9IpDj3DeTeahRh%2FIHxluSmT5mNKGlLqfXKdBDxbgM6GDId%2FHNspmK8cff6wvxjedo2RXOPw%3D%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/g5MAAeSwe4loELcl/s-l500.webp,2025-05-25T09:07:16.672204,
Ford Transit Custom Sport Day Van,,,12000.0,"Â£12,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,charlottewilko2012 (401) 100%,https://www.ebay.co.uk/itm/116601824924?_skw=ford+transit&itmmeta=01JW37PFX70XMNE8TNXX4H684A&hash=item1b2602a69c:g:xrAAAeSwqX9oI7K~&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1enPfMFcwdQfq9JYd3GpC0IWOf4X6OMiGP7EG8%2Bd917PmiNBPqvOzpzTAoXqOOrbYgbucpzv%2BcgBOLBr2AswTRAlar4WOGsmktn6E3k1H5UZOdxxsbDfumk1xr96bqMTBP4ePe5Y3xuruRDH8xKWE%2FfZimBfceT%2FC04aIevI%2FDNdLIrBME1i8DDadx59lZDrRTGC6jwXHmFbiKneRluK2vJxpguY6dKrZ%2F2YGE7G1U2EKbm%2BPzFNiC0T%2Fr8GH9c0xIzeJA7GQfsttB3oi%2B3fyVJqD%2FFEsWpmOPBunOthOpANg%3D%3D%7Ctkp%3ABk9SR-L-2efgZQ,https://i.ebayimg.com/images/g/xrAAAeSwqX9oI7K~/s-l500.webp,2025-05-25T09:07:16.709046,
"FORD TRANSIT DOUBLE CAB TIPPER TRUCK,2011 - FULL MOT,NEW TYRES,READY FOR WORK",2011.0,,1395.0,"Â£1,395.00",Pre-owned,N/A,,N/A,Auction,N/A,1.0,ste-296500 (600) 99.7%,https://www.ebay.co.uk/itm/205494796853?_skw=ford+transit&itmmeta=01JW37PFX7N1C0MPBWV6M1F16K&hash=item2fd871c235:g:1HQAAOSwO0RoF5Pp&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e2fUdjv4wP82simDfs0oFff%2BI4pYQMLmlbxPng6i0%2FvIj3vJILlvDT7tq3a3aI%2BvnJfF0O%2BOIb0U2Bsm1M1kPGhI%2F1xk7%2BqMzYK8NTdT3sSVykG%2B8OkYr%2FZDXCKjA2Cj%2FG0l7WnQTGD0mLsPrj3da5yB9y12wogLxRRRkrD%2F%2BAr01%2BTUrpYQtklUvpAObQpNO9MRqqj0h80pg3u0FmrAEzxGjOTZBYEbZK3%2BJqq3C4CCMqcU1K86IvWKNhwmvUWC%2Buu2%2FBS6ykviMbH1eF6%2F2iVEGJwrAnKQHomc3%2B0WYt5g%3D%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/1HQAAOSwO0RoF5Pp/s-l500.webp,2025-05-25T09:07:16.740056,
FORD TRANSIT T350 2.2 LWB HIGH TOP,,,1115.0,"Â£1,115.00",Pre-owned,N/A,,N/A,Auction,N/A,5.0,jwittltd (387) 100%,https://www.ebay.co.uk/itm/177090262215?_skw=ford+transit&itmmeta=01JW37PFX7JRK0HWDG0PHWYZ0Z&hash=item293b66f4c7:g:KTwAAOSwDddoIy03&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dyeLCvFRxAAxRYuXCyq3hYIKyi1AH3NiGhi7F0peY9DB7SlPuiUi909btnsp6B%2BZj6T7uojdv3EWvmNfMIaEw6kdRVuEEwGCeBMS0yx8TVl1CzbAHxBULDOrtEGP8lp1Oq1OzMJK%2FgYrtuQ48cmZTWVcyzLiyfeyHpIfr6QFzgQP66e3z00tNCc%2FPeUF%2FGLm1iHe6m230dFZPPu5iM%2BwsU%2BbPeyrLbVX1wxzrHebb2FSIaj7hghn260yupl%2FIaJaM%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/KTwAAOSwDddoIy03/s-l500.webp,2025-05-25T09:07:16.767819,
Project 2018 Ford Transit Custom Limited Crew Cab 2.0 euro 6 (79k),2018.0,,7000.0,"Â£7,000.00",Repair / Project,N/A,,N/A,Auction,N/A,1.0,monk-fam (77) 100%,https://www.ebay.co.uk/itm/277124939551?_skw=ford+transit&itmmeta=01JW37PFX7ANH25XZ56DBNSBMD&hash=item4085eeff1f:g:rikAAOSwzuZoLC0S&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eUMbwpzmhSVYyjkit8ilcSWC5A8VfWVhz02fN5%2BoDGI9OmYkDdIHGAlzFNWUqUNad7eFtevpMIoHgu7%2BwuOQWH3M9DTJKYqpKzxc06KqKVVRiltIHfjhdTtje3V93R5vruvhsVq%2BBEZ4m8mukGXAFBN5wGg7yxUpYR8c1OLh7vzjtQ9rWxzTweWqWaVsYmrEgaBKjaUt25s19yFu14C6O0cRHLhQ2xSkrB5EN8wg3L54riNTqOLEocFUlZdCXD2Ew%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/rikAAOSwzuZoLC0S/s-l500.webp,2025-05-25T09:07:16.795802,
Ford Transit,,,4700.0,"Â£4,700.00",Ford transit pick up,N/A,,N/A,Auction,N/A,18.0,phifos86 (470) 97.9%,https://www.ebay.co.uk/itm/376243587322?_skw=ford+transit&itmmeta=01JW37PFX72WWAHYR7N4K86504&hash=item5799dd88fa:g:OVAAAeSwCThoHja3&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1coXnGP%2F4obNJQzwASJ7HvIYgjcE9AYeGjvrMM5twftk%2Foi55ZVXE%2FUTLvNKMMdcgk00t2vuDJhxSi0UQ4SHGeXz2e9mqd%2FaJL8KF9mNl6Y5cLrCUJ4spn%2FZNEG8%2FFrXsfaemJ2HcWJuM%2B%2FCThgTXgH82zFnXOZ7ti31k8SbIb366r9KgwfnsLAWYRGdkrkFT0QhvRPmuWFSYkgCSUsUYFziu3UglWmWYYazMf5BVYS9oGm95lZ0xRYh%2Bxg9AGyuGw%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/OVAAAeSwCThoHja3/s-l500.webp,2025-05-25T09:07:16.827013,
2015 15 FORD TRANSIT CUSTOM L2 290 2.2 TDCi LWB VAN - DIESEL - ONE LOCAL OWNER!,2015.0,,1855.0,"Â£1,855.00",No Reserve Part Exchange To Clear @ Citroen Main Dealer,N/A,,N/A,Auction,N/A,29.0,"pentonmotorgroup (8,644) 99.8%",https://www.ebay.co.uk/itm/277105976805?_skw=ford+transit&itmmeta=01JW37PFX76XJZBBB9VMWMEC4R&hash=item4084cda5e5:g:vXYAAOSwVTxoEhEd&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1erCLu%2BBXfVY%2BxePuJnLhjDpf%2Fjkv5v79T8lZB06h3paqsmmluaM3AoaQOvj7zNcmPzMs8CqIzmCRq7fCXFvaOeB9yhW3MNlzBLwMsPNaXNPeRDEwd%2BwlJqQb6B7ywghVYEP7jkYKd3XS23Qgizo3Jnt8egyoZpdTTA6QZ5ogTbw6KWnnQ3wCQXw8bYajiSWO85%2FPiW4DofeziWQscjPd%2FVSKwVkrVDD%2F8vAe%2F6o3lbagRtVZEvdfFkshY93d%2FpHQM%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/vXYAAOSwVTxoEhEd/s-l500.webp,2025-05-25T09:07:16.855369,
2015 ford transit custrom 290 ltd E-Tech one owner from new,2015.0,,2000.0,"Â£2,000.00",Pre-owned,N/A,,N/A,Auction,N/A,34.0,rj9837435-0 (516) 100%,https://www.ebay.co.uk/itm/286563211405?_skw=ford+transit&itmmeta=01JW37PFX7T9YT15BB497B85K7&hash=item42b87f988d:g:xsUAAOSwMnFoDSqM&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dVDeMljHNXD6NUyJ2ro2W1Rn1Xoo5okf0PIE391TP3Yyrh%2FVcY2OVNk2Zp%2FzmVbR9H8gboCUrzrZrkUXViQ1wJzSHoSsf7w%2Bo3mN189ugA7PI4T5BT%2F6s4DTj%2FDs8I9Pg%2FA4y6MCEUq25c38yJ8AVT0c54bLA0M%2Ba%2FZ2EQMcz6rKADWAwllJZ2aJb24RDesJjGdYlM6N5vZHPVzj4AYuyIWThaZEEmRrmwlJF%2B4t2MWlsAoDzt4UZrsUStSvhmqFA21U6nrTjrnARNB7v2DRoqd3S8z85xzNvWtCPUXaaJWQ%3D%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/xsUAAOSwMnFoDSqM/s-l500.webp,2025-05-25T09:07:16.882922,
2016 Ford Transit 2.2 TDCI,2016.0,,2900.0,"Â£2,900.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,"helchth123 (1,342) 100%",https://www.ebay.co.uk/itm/127122256104?_skw=ford+transit&itmmeta=01JW37PFX71357ZTM20RYP3JF4&hash=item1d9913b0e8:g:KewAAeSwdtJoK2wf&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fD9qdlATvFD6TZuJ5VS3v5MYIPRbuNKPsPM81SFU2h9t2Ntv18OFN3LlTlv9zRZ1IN3RXLYuuLKl0F2PSHIzodwmP0Ka7tiVxaABaAhEhK1%2BFNV5GCzJyYcTiicaB4Oa6afRUe0WTdDbSgurXSDVMTVs09Ue541CTn61Dk5zY%2BImXjRZkWx9dc7qjue5Bv2jlm4Aa86syDBXvSfKnGmfs4aVZw77fLN2Ec7rQseE7TAxfBb5X8nHC0iAkHolL3HAom8rYQ3sGN9c%2FfK1yoQF5AzOSUc6R1ca3%2FtaidNRIZ9A%3D%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/KewAAeSwdtJoK2wf/s-l500.webp,2025-05-25T09:07:16.911474,
Ford Transit Custom (NO VAT full history ),,,6500.0,"Â£6,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,"linz1986_123 (1,341) 100%",https://www.ebay.co.uk/itm/326587630964?_skw=ford+transit&itmmeta=01JW37PFX756JG4XJVQXPFAVHR&hash=item4c0a23c574:g:jlkAAOSwF31oKeOO&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eydVIA5mNVh9Zp8pILOjW8uAUjvVnseCN9EpHWpEtWshTtjQR7rmyGcmgGgbzoIsvecmi9Z%2Fr2Z01ZuAbr2Bh1DFT3DO3o2SnMok731obGQFwoNh0EBHmR2HFpksSG6Q9ytINmk1sADoDEGrpOTD5RSFzlxbMoop0oKosDDcyOUFvVGZwwqKJtX9q34ddOUYS730n3YL5smYm%2BrelZaRYz22kL7CizuOk5rtJKEyeON6Xd9D9rpNjyiQyn0x73O%2B5ItAq2rUYJFaLA97MrnDU1vpydGxWuvkh%2BZhWgLDSfQA%3D%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/jlkAAOSwF31oKeOO/s-l500.webp,2025-05-25T09:07:16.940386,
2016 Ford Transit 2.2 TDCI,2016.0,,2900.0,"Â£2,900.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,"helchth123 (1,342) 100%",https://www.ebay.co.uk/itm/127122228610?_skw=ford+transit&itmmeta=01JW37PFX72E0BXJQ3DXFZF8T2&hash=item1d99134582:g:KewAAeSwdtJoK2wf&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1c%2B05VFASe1AGFPFb21M4VKp9%2F%2BvpfOSjgklSFkCLg4%2FKAACR%2Fm9Eyvkxl4eXu61zF%2F8bIXJxxg4adBSXlJ0SG91JLQSBwd38Ea9kuOjQXMTPfRGYCEYLKdRyoI27JeTCtwgy75BN8pRY%2F8dPT20TkPFCtCrxsbmQVWTgS3pmB20yclimVQ8ZblfgfaU2nk3fM2z922RJE9pfHGGQcIZOW1MxE1HMmL90u9ADIlaNXqh7Awn3wZm7qe7qBvoAy%2FUiM%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/KewAAeSwdtJoK2wf/s-l500.webp,2025-05-25T09:07:16.968753,
2013 FORD TRANSIT CUSTOM TREND,2013.0,,4250.0,"Â£4,250.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,clements-trading-group (0) 0%,https://www.ebay.co.uk/itm/226736459358?_skw=ford+transit&itmmeta=01JW37PFX7QGH73EX8HV0C8HB2&hash=item34ca8bce5e:g:p~oAAOSwroJoGODv&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e%2BWXbMgtgjeuYMV1twswMQ8pkDkfNzzJEA%2F0PUybSW0dxCWI%2B7u3BfdIX4aK7I%2BW%2BFIBmKScS3CDcaF23WPkPx%2F52nQcMtN5zLuc0Bgl2vYYS7s8nexU8H%2B7FDaSlrVrd03A2Fk0se0MIZOuSxswngVgOw8R6L76jsdOPTYVzFZ0hbDRzPcGbWShrQhuQ8m14fKm7r63vcftiG6XkfLwBSmMg0N7SUgi80e9ErSlJ%2FQJhZnBumzTfNvpQXU2tMZGZE9InF3bb%2BJpQlSdgXya4SCt4CfqMiIrqv4CdHp%2FQq3g%3D%3D%7Ctkp%3ABk9SR-T-2efgZQ,https://i.ebayimg.com/images/g/p~oAAOSwroJoGODv/s-l500.webp,2025-05-25T09:07:17.002407,
